# <db_root>,<prot?>,<nuc?>,<short_seqs?>,<db_menu_name>,<db_long_name>,<protein_url>,<nuc_url>
Neisseria_meningitidis_M01_240355_uid162075_upstream,no,yes,yes,Neisseria meningitidis M01 240355 uid162075 (upstream),Upstream sequences (-1000 to +200) for <I>Neisseria meningitidis M01 240355 uid162075</I>.,-1000,+200
Neisseria_meningitidis_M04_240196_uid162081_upstream,no,yes,yes,Neisseria meningitidis M04 240196 uid162081 (upstream),Upstream sequences (-1000 to +200) for <I>Neisseria meningitidis M04 240196 uid162081</I>.,-1000,+200
Neisseria_meningitidis_MC58_uid57817_upstream,no,yes,yes,Neisseria meningitidis MC58 uid57817 (upstream),Upstream sequences (-1000 to +200) for <I>Neisseria meningitidis MC58 uid57817</I>.,-1000,+200
Neisseria_meningitidis_NZ_05_33_uid162077_upstream,no,yes,yes,Neisseria meningitidis NZ 05 33 uid162077 (upstream),Upstream sequences (-1000 to +200) for <I>Neisseria meningitidis NZ 05 33 uid162077</I>.,-1000,+200
Neisseria_meningitidis_WUE_2594_uid162093_upstream,no,yes,yes,Neisseria meningitidis WUE 2594 uid162093 (upstream),Upstream sequences (-1000 to +200) for <I>Neisseria meningitidis WUE 2594 uid162093</I>.,-1000,+200
Neisseria_meningitidis_Z2491_uid57819_upstream,no,yes,yes,Neisseria meningitidis Z2491 uid57819 (upstream),Upstream sequences (-1000 to +200) for <I>Neisseria meningitidis Z2491 uid57819</I>.,-1000,+200
Neisseria_meningitidis_alpha14_uid39689_upstream,no,yes,yes,Neisseria meningitidis alpha14 uid39689 (upstream),Upstream sequences (-1000 to +200) for <I>Neisseria meningitidis alpha14 uid39689</I>.,-1000,+200
Neisseria_meningitidis_alpha14_uid61649_upstream,no,yes,yes,Neisseria meningitidis alpha14 uid61649 (upstream),Upstream sequences (-1000 to +200) for <I>Neisseria meningitidis alpha14 uid61649</I>.,-1000,+200
Neisseria_meningitidis_alpha710_uid161971_upstream,no,yes,yes,Neisseria meningitidis alpha710 uid161971 (upstream),Upstream sequences (-1000 to +200) for <I>Neisseria meningitidis alpha710 uid161971</I>.,-1000,+200
Neorickettsia_risticii_Illinois_uid58889_upstream,no,yes,yes,Neorickettsia risticii Illinois uid58889 (upstream),Upstream sequences (-1000 to +200) for <I>Neorickettsia risticii Illinois uid58889</I>.,-1000,+200
Neorickettsia_sennetsu_Miyayama_uid57965_upstream,no,yes,yes,Neorickettsia sennetsu Miyayama uid57965 (upstream),Upstream sequences (-1000 to +200) for <I>Neorickettsia sennetsu Miyayama uid57965</I>.,-1000,+200
Neurospora_crassa_upstream,no,yes,yes,Neurospora crassa (upstream),Upstream sequences (-1000 to +200) for <I>Neurospora crassa</I>.,-1000,+200
Neurospora_crassa_OR74A_MO_upstream,no,yes,yes,Neurospora crassa OR74A MO (upstream),Upstream sequences (-1000 to +200) for <I>Neurospora crassa OR74A MO</I>.,-1000,+200
Neurospora_crassa_uid132_upstream,no,yes,yes,Neurospora crassa uid132 (upstream),Upstream sequences (-1000 to +200) for <I>Neurospora crassa uid132</I>.,-1000,+200
Niastella_koreensis_GR20_10_uid83125_upstream,no,yes,yes,Niastella koreensis GR20 10 uid83125 (upstream),Upstream sequences (-1000 to +200) for <I>Niastella koreensis GR20 10 uid83125</I>.,-1000,+200
Nitratifractor_salsuginis_DSM_16511_uid62183_upstream,no,yes,yes,Nitratifractor salsuginis DSM 16511 uid62183 (upstream),Upstream sequences (-1000 to +200) for <I>Nitratifractor salsuginis DSM 16511 uid62183</I>.,-1000,+200
Nitratiruptor_SB155_2_uid58861_upstream,no,yes,yes,Nitratiruptor SB155 2 uid58861 (upstream),Upstream sequences (-1000 to +200) for <I>Nitratiruptor SB155 2 uid58861</I>.,-1000,+200
Nitrobacter_hamburgensis_X14_uid58293_upstream,no,yes,yes,Nitrobacter hamburgensis X14 uid58293 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrobacter hamburgensis X14 uid58293</I>.,-1000,+200
Nitrobacter_winogradskyi_Nb_255_uid58295_upstream,no,yes,yes,Nitrobacter winogradskyi Nb 255 uid58295 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrobacter winogradskyi Nb 255 uid58295</I>.,-1000,+200
Nitrosococcus_halophilus_Nc4_uid46803_upstream,no,yes,yes,Nitrosococcus halophilus Nc4 uid46803 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrosococcus halophilus Nc4 uid46803</I>.,-1000,+200
Nitrosococcus_oceani_ATCC_19707_uid58403_upstream,no,yes,yes,Nitrosococcus oceani ATCC 19707 uid58403 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrosococcus oceani ATCC 19707 uid58403</I>.,-1000,+200
Nitrosococcus_watsoni_C_113_uid50331_upstream,no,yes,yes,Nitrosococcus watsoni C 113 uid50331 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrosococcus watsoni C 113 uid50331</I>.,-1000,+200
Nitrosococcus_watsonii_C_113_uid50331_upstream,no,yes,yes,Nitrosococcus watsonii C 113 uid50331 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrosococcus watsonii C 113 uid50331</I>.,-1000,+200
Nitrosomonas_AL212_uid55727_upstream,no,yes,yes,Nitrosomonas AL212 uid55727 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrosomonas AL212 uid55727</I>.,-1000,+200
Nitrosomonas_Is79A3_uid68745_upstream,no,yes,yes,Nitrosomonas Is79A3 uid68745 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrosomonas Is79A3 uid68745</I>.,-1000,+200
Nitrosomonas_europaea_ATCC_19718_uid57647_upstream,no,yes,yes,Nitrosomonas europaea ATCC 19718 uid57647 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrosomonas europaea ATCC 19718 uid57647</I>.,-1000,+200
Nitrosomonas_eutropha_C91_uid58363_upstream,no,yes,yes,Nitrosomonas eutropha C91 uid58363 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrosomonas eutropha C91 uid58363</I>.,-1000,+200
Nitrosopumilus_maritimus_SCM1_uid58903_upstream,no,yes,yes,Nitrosopumilus maritimus SCM1 uid58903 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrosopumilus maritimus SCM1 uid58903</I>.,-1000,+200
Nitrosospira_multiformis_ATCC_25196_uid58361_upstream,no,yes,yes,Nitrosospira multiformis ATCC 25196 uid58361 (upstream),Upstream sequences (-1000 to +200) for <I>Nitrosospira multiformis ATCC 25196 uid58361</I>.,-1000,+200
Nocardia_cyriacigeorgica_GUH_2_uid89395_upstream,no,yes,yes,Nocardia cyriacigeorgica GUH 2 uid89395 (upstream),Upstream sequences (-1000 to +200) for <I>Nocardia cyriacigeorgica GUH 2 uid89395</I>.,-1000,+200
Nocardia_farcinica_IFM_10152_uid58203_upstream,no,yes,yes,Nocardia farcinica IFM 10152 uid58203 (upstream),Upstream sequences (-1000 to +200) for <I>Nocardia farcinica IFM 10152 uid58203</I>.,-1000,+200
Nocardioides_JS614_uid58149_upstream,no,yes,yes,Nocardioides JS614 uid58149 (upstream),Upstream sequences (-1000 to +200) for <I>Nocardioides JS614 uid58149</I>.,-1000,+200
Nocardiopsis_dassonvillei_DSM_43111_uid49483_upstream,no,yes,yes,Nocardiopsis dassonvillei DSM 43111 uid49483 (upstream),Upstream sequences (-1000 to +200) for <I>Nocardiopsis dassonvillei DSM 43111 uid49483</I>.,-1000,+200
Nostoc_PCC_7120_uid57803_upstream,no,yes,yes,Nostoc PCC 7120 uid57803 (upstream),Upstream sequences (-1000 to +200) for <I>Nostoc PCC 7120 uid57803</I>.,-1000,+200
Nostoc_punctiforme_PCC_73102_uid57767_upstream,no,yes,yes,Nostoc punctiforme PCC 73102 uid57767 (upstream),Upstream sequences (-1000 to +200) for <I>Nostoc punctiforme PCC 73102 uid57767</I>.,-1000,+200
Novosphingobium_PP1Y_uid67383_upstream,no,yes,yes,Novosphingobium PP1Y uid67383 (upstream),Upstream sequences (-1000 to +200) for <I>Novosphingobium PP1Y uid67383</I>.,-1000,+200
Novosphingobium_aromaticivorans_DSM_12444_uid57747_upstream,no,yes,yes,Novosphingobium aromaticivorans DSM 12444 uid57747 (upstream),Upstream sequences (-1000 to +200) for <I>Novosphingobium aromaticivorans DSM 12444 uid57747</I>.,-1000,+200
Oceanimonas_GK1_uid81627_upstream,no,yes,yes,Oceanimonas GK1 uid81627 (upstream),Upstream sequences (-1000 to +200) for <I>Oceanimonas GK1 uid81627</I>.,-1000,+200
Oceanithermus_profundus_DSM_14977_uid60855_upstream,no,yes,yes,Oceanithermus profundus DSM 14977 uid60855 (upstream),Upstream sequences (-1000 to +200) for <I>Oceanithermus profundus DSM 14977 uid60855</I>.,-1000,+200
Oceanobacillus_iheyensis_HTE831_uid57867_upstream,no,yes,yes,Oceanobacillus iheyensis HTE831 uid57867 (upstream),Upstream sequences (-1000 to +200) for <I>Oceanobacillus iheyensis HTE831 uid57867</I>.,-1000,+200
Ochrobactrum_anthropi_ATCC_49188_uid58921_upstream,no,yes,yes,Ochrobactrum anthropi ATCC 49188 uid58921 (upstream),Upstream sequences (-1000 to +200) for <I>Ochrobactrum anthropi ATCC 49188 uid58921</I>.,-1000,+200
Odoribacter_splanchnicus_DSM_20712_uid63397_upstream,no,yes,yes,Odoribacter splanchnicus DSM 20712 uid63397 (upstream),Upstream sequences (-1000 to +200) for <I>Odoribacter splanchnicus DSM 20712 uid63397</I>.,-1000,+200
Oenococcus_oeni_PSU_1_uid59417_upstream,no,yes,yes,Oenococcus oeni PSU 1 uid59417 (upstream),Upstream sequences (-1000 to +200) for <I>Oenococcus oeni PSU 1 uid59417</I>.,-1000,+200
Oligotropha_carboxidovorans_OM4_uid162135_upstream,no,yes,yes,Oligotropha carboxidovorans OM4 uid162135 (upstream),Upstream sequences (-1000 to +200) for <I>Oligotropha carboxidovorans OM4 uid162135</I>.,-1000,+200
Oligotropha_carboxidovorans_OM5_uid59155_upstream,no,yes,yes,Oligotropha carboxidovorans OM5 uid59155 (upstream),Upstream sequences (-1000 to +200) for <I>Oligotropha carboxidovorans OM5 uid59155</I>.,-1000,+200
Oligotropha_carboxidovorans_OM5_uid72795_upstream,no,yes,yes,Oligotropha carboxidovorans OM5 uid72795 (upstream),Upstream sequences (-1000 to +200) for <I>Oligotropha carboxidovorans OM5 uid72795</I>.,-1000,+200
Olsenella_uli_DSM_7084_uid51367_upstream,no,yes,yes,Olsenella uli DSM 7084 uid51367 (upstream),Upstream sequences (-1000 to +200) for <I>Olsenella uli DSM 7084 uid51367</I>.,-1000,+200
Onion_yellows_phytoplasma_OY_M_uid58015_upstream,no,yes,yes,Onion yellows phytoplasma OY M uid58015 (upstream),Upstream sequences (-1000 to +200) for <I>Onion yellows phytoplasma OY M uid58015</I>.,-1000,+200
Opitutus_terrae_PB90_1_uid58965_upstream,no,yes,yes,Opitutus terrae PB90 1 uid58965 (upstream),Upstream sequences (-1000 to +200) for <I>Opitutus terrae PB90 1 uid58965</I>.,-1000,+200
Orientia_tsutsugamushi_Boryong_uid16180_upstream,no,yes,yes,Orientia tsutsugamushi Boryong uid16180 (upstream),Upstream sequences (-1000 to +200) for <I>Orientia tsutsugamushi Boryong uid16180</I>.,-1000,+200
Orientia_tsutsugamushi_Boryong_uid61621_upstream,no,yes,yes,Orientia tsutsugamushi Boryong uid61621 (upstream),Upstream sequences (-1000 to +200) for <I>Orientia tsutsugamushi Boryong uid61621</I>.,-1000,+200
Orientia_tsutsugamushi_Ikeda_uid58869_upstream,no,yes,yes,Orientia tsutsugamushi Ikeda uid58869 (upstream),Upstream sequences (-1000 to +200) for <I>Orientia tsutsugamushi Ikeda uid58869</I>.,-1000,+200
Oryzias_latipes_EnsEMBL_upstream,no,yes,yes,Oryzias latipes EnsEMBL (upstream),Upstream sequences (-1000 to +200) for <I>Oryzias latipes EnsEMBL</I>.,-1000,+200
Oscillibacter_valericigenes_uid73895_upstream,no,yes,yes,Oscillibacter valericigenes uid73895 (upstream),Upstream sequences (-1000 to +200) for <I>Oscillibacter valericigenes uid73895</I>.,-1000,+200
Oscillibacter_valericigenes_uid73965_upstream,no,yes,yes,Oscillibacter valericigenes uid73965 (upstream),Upstream sequences (-1000 to +200) for <I>Oscillibacter valericigenes uid73965</I>.,-1000,+200
Ostreococcus_lucimarinus_CCE9901_upstream,no,yes,yes,Ostreococcus lucimarinus CCE9901 (upstream),Upstream sequences (-1000 to +200) for <I>Ostreococcus lucimarinus CCE9901</I>.,-1000,+200
Owenweeksia_hongkongensis_DSM_17368_uid82951_upstream,no,yes,yes,Owenweeksia hongkongensis DSM 17368 uid82951 (upstream),Upstream sequences (-1000 to +200) for <I>Owenweeksia hongkongensis DSM 17368 uid82951</I>.,-1000,+200
Paenibacillus_JDR_2_uid59021_upstream,no,yes,yes,Paenibacillus JDR 2 uid59021 (upstream),Upstream sequences (-1000 to +200) for <I>Paenibacillus JDR 2 uid59021</I>.,-1000,+200
Paenibacillus_Y412MC10_uid41127_upstream,no,yes,yes,Paenibacillus Y412MC10 uid41127 (upstream),Upstream sequences (-1000 to +200) for <I>Paenibacillus Y412MC10 uid41127</I>.,-1000,+200
Paenibacillus_mucilaginosus_3016_uid89377_upstream,no,yes,yes,Paenibacillus mucilaginosus 3016 uid89377 (upstream),Upstream sequences (-1000 to +200) for <I>Paenibacillus mucilaginosus 3016 uid89377</I>.,-1000,+200
Paenibacillus_mucilaginosus_KNP414_uid68311_upstream,no,yes,yes,Paenibacillus mucilaginosus KNP414 uid68311 (upstream),Upstream sequences (-1000 to +200) for <I>Paenibacillus mucilaginosus KNP414 uid68311</I>.,-1000,+200
Paenibacillus_polymyxa_E681_uid53477_upstream,no,yes,yes,Paenibacillus polymyxa E681 uid53477 (upstream),Upstream sequences (-1000 to +200) for <I>Paenibacillus polymyxa E681 uid53477</I>.,-1000,+200
Paenibacillus_polymyxa_M1_uid162159_upstream,no,yes,yes,Paenibacillus polymyxa M1 uid162159 (upstream),Upstream sequences (-1000 to +200) for <I>Paenibacillus polymyxa M1 uid162159</I>.,-1000,+200
Paenibacillus_polymyxa_SC2_uid59583_upstream,no,yes,yes,Paenibacillus polymyxa SC2 uid59583 (upstream),Upstream sequences (-1000 to +200) for <I>Paenibacillus polymyxa SC2 uid59583</I>.,-1000,+200
Paenibacillus_terrae_HPL_003_uid82371_upstream,no,yes,yes,Paenibacillus terrae HPL 003 uid82371 (upstream),Upstream sequences (-1000 to +200) for <I>Paenibacillus terrae HPL 003 uid82371</I>.,-1000,+200
Paludibacter_propionicigenes_WB4_uid60725_upstream,no,yes,yes,Paludibacter propionicigenes WB4 uid60725 (upstream),Upstream sequences (-1000 to +200) for <I>Paludibacter propionicigenes WB4 uid60725</I>.,-1000,+200
Pan_troglodytes_EnsEMBL_upstream,no,yes,yes,Pan troglodytes EnsEMBL (upstream),Upstream sequences (-1000 to +200) for <I>Pan troglodytes EnsEMBL</I>.,-1000,+200
Pantoea_At_9b_uid55845_upstream,no,yes,yes,Pantoea At 9b uid55845 (upstream),Upstream sequences (-1000 to +200) for <I>Pantoea At 9b uid55845</I>.,-1000,+200
Pantoea_ananatis_AJ13355_uid162073_upstream,no,yes,yes,Pantoea ananatis AJ13355 uid162073 (upstream),Upstream sequences (-1000 to +200) for <I>Pantoea ananatis AJ13355 uid162073</I>.,-1000,+200
Pantoea_ananatis_LMG_20103_uid46807_upstream,no,yes,yes,Pantoea ananatis LMG 20103 uid46807 (upstream),Upstream sequences (-1000 to +200) for <I>Pantoea ananatis LMG 20103 uid46807</I>.,-1000,+200
Pantoea_ananatis_PA13_uid162181_upstream,no,yes,yes,Pantoea ananatis PA13 uid162181 (upstream),Upstream sequences (-1000 to +200) for <I>Pantoea ananatis PA13 uid162181</I>.,-1000,+200
Pantoea_ananatis_uid86861_upstream,no,yes,yes,Pantoea ananatis uid86861 (upstream),Upstream sequences (-1000 to +200) for <I>Pantoea ananatis uid86861</I>.,-1000,+200
Pantoea_vagans_C9_1_uid49871_upstream,no,yes,yes,Pantoea vagans C9 1 uid49871 (upstream),Upstream sequences (-1000 to +200) for <I>Pantoea vagans C9 1 uid49871</I>.,-1000,+200
Parabacteroides_distasonis_ATCC_8503_uid58301_upstream,no,yes,yes,Parabacteroides distasonis ATCC 8503 uid58301 (upstream),Upstream sequences (-1000 to +200) for <I>Parabacteroides distasonis ATCC 8503 uid58301</I>.,-1000,+200
Parachlamydia_acanthamoebae_UV7_uid68335_upstream,no,yes,yes,Parachlamydia acanthamoebae UV7 uid68335 (upstream),Upstream sequences (-1000 to +200) for <I>Parachlamydia acanthamoebae UV7 uid68335</I>.,-1000,+200
Paracoccidioides_brasiliensis_Pb01_MO_upstream,no,yes,yes,Paracoccidioides brasiliensis Pb01 MO (upstream),Upstream sequences (-1000 to +200) for <I>Paracoccidioides brasiliensis Pb01 MO</I>.,-1000,+200
Paracoccidioides_brasiliensis_Pb03_MO_upstream,no,yes,yes,Paracoccidioides brasiliensis Pb03 MO (upstream),Upstream sequences (-1000 to +200) for <I>Paracoccidioides brasiliensis Pb03 MO</I>.,-1000,+200
Paracoccidioides_brasiliensis_Pb18_MO_upstream,no,yes,yes,Paracoccidioides brasiliensis Pb18 MO (upstream),Upstream sequences (-1000 to +200) for <I>Paracoccidioides brasiliensis Pb18 MO</I>.,-1000,+200
Paracoccus_denitrificans_PD1222_uid58187_upstream,no,yes,yes,Paracoccus denitrificans PD1222 uid58187 (upstream),Upstream sequences (-1000 to +200) for <I>Paracoccus denitrificans PD1222 uid58187</I>.,-1000,+200
Paramecium_tetraurelia_upstream,no,yes,yes,Paramecium tetraurelia (upstream),Upstream sequences (-1000 to +200) for <I>Paramecium tetraurelia</I>.,-1000,+200
Parvibaculum_lavamentivorans_DS_1_uid58739_upstream,no,yes,yes,Parvibaculum lavamentivorans DS 1 uid58739 (upstream),Upstream sequences (-1000 to +200) for <I>Parvibaculum lavamentivorans DS 1 uid58739</I>.,-1000,+200
Parvularcula_bermudensis_HTCC2503_uid51641_upstream,no,yes,yes,Parvularcula bermudensis HTCC2503 uid51641 (upstream),Upstream sequences (-1000 to +200) for <I>Parvularcula bermudensis HTCC2503 uid51641</I>.,-1000,+200
Pasteurella_multocida_36950_uid86887_upstream,no,yes,yes,Pasteurella multocida 36950 uid86887 (upstream),Upstream sequences (-1000 to +200) for <I>Pasteurella multocida 36950 uid86887</I>.,-1000,+200
Pasteurella_multocida_HN06_uid156881_upstream,no,yes,yes,Pasteurella multocida HN06 uid156881 (upstream),Upstream sequences (-1000 to +200) for <I>Pasteurella multocida HN06 uid156881</I>.,-1000,+200
Pasteurella_multocida_Pm70_uid57627_upstream,no,yes,yes,Pasteurella multocida Pm70 uid57627 (upstream),Upstream sequences (-1000 to +200) for <I>Pasteurella multocida Pm70 uid57627</I>.,-1000,+200
Pasteurella_phage_F108_upstream,no,yes,yes,Pasteurella phage F108 (upstream),Upstream sequences (-1000 to +200) for <I>Pasteurella phage F108</I>.,-1000,+200
Pectobacterium_atrosepticum_SCRI1043_uid57957_upstream,no,yes,yes,Pectobacterium atrosepticum SCRI1043 uid57957 (upstream),Upstream sequences (-1000 to +200) for <I>Pectobacterium atrosepticum SCRI1043 uid57957</I>.,-1000,+200
Pectobacterium_carotovorum_PC1_uid59295_upstream,no,yes,yes,Pectobacterium carotovorum PC1 uid59295 (upstream),Upstream sequences (-1000 to +200) for <I>Pectobacterium carotovorum PC1 uid59295</I>.,-1000,+200
Pectobacterium_wasabiae_WPP163_uid41297_upstream,no,yes,yes,Pectobacterium wasabiae WPP163 uid41297 (upstream),Upstream sequences (-1000 to +200) for <I>Pectobacterium wasabiae WPP163 uid41297</I>.,-1000,+200
Pediococcus_claussenii_ATCC_BAA_344_uid81103_upstream,no,yes,yes,Pediococcus claussenii ATCC BAA 344 uid81103 (upstream),Upstream sequences (-1000 to +200) for <I>Pediococcus claussenii ATCC BAA 344 uid81103</I>.,-1000,+200
Pediococcus_pentosaceus_ATCC_25745_uid57981_upstream,no,yes,yes,Pediococcus pentosaceus ATCC 25745 uid57981 (upstream),Upstream sequences (-1000 to +200) for <I>Pediococcus pentosaceus ATCC 25745 uid57981</I>.,-1000,+200
Pedobacter_heparinus_DSM_2366_uid59111_upstream,no,yes,yes,Pedobacter heparinus DSM 2366 uid59111 (upstream),Upstream sequences (-1000 to +200) for <I>Pedobacter heparinus DSM 2366 uid59111</I>.,-1000,+200
Pedobacter_saltans_DSM_12145_uid61349_upstream,no,yes,yes,Pedobacter saltans DSM 12145 uid61349 (upstream),Upstream sequences (-1000 to +200) for <I>Pedobacter saltans DSM 12145 uid61349</I>.,-1000,+200
Pelagibacterium_halotolerans_B2_uid74393_upstream,no,yes,yes,Pelagibacterium halotolerans B2 uid74393 (upstream),Upstream sequences (-1000 to +200) for <I>Pelagibacterium halotolerans B2 uid74393</I>.,-1000,+200
Pelobacter_carbinolicus_DSM_2380_uid58241_upstream,no,yes,yes,Pelobacter carbinolicus DSM 2380 uid58241 (upstream),Upstream sequences (-1000 to +200) for <I>Pelobacter carbinolicus DSM 2380 uid58241</I>.,-1000,+200
Pelobacter_propionicus_DSM_2379_uid58255_upstream,no,yes,yes,Pelobacter propionicus DSM 2379 uid58255 (upstream),Upstream sequences (-1000 to +200) for <I>Pelobacter propionicus DSM 2379 uid58255</I>.,-1000,+200
Pelodictyon_phaeoclathratiforme_BU_1_uid58173_upstream,no,yes,yes,Pelodictyon phaeoclathratiforme BU 1 uid58173 (upstream),Upstream sequences (-1000 to +200) for <I>Pelodictyon phaeoclathratiforme BU 1 uid58173</I>.,-1000,+200
Pelotomaculum_thermopropionicum_SI_uid58877_upstream,no,yes,yes,Pelotomaculum thermopropionicum SI uid58877 (upstream),Upstream sequences (-1000 to +200) for <I>Pelotomaculum thermopropionicum SI uid58877</I>.,-1000,+200
Penicillium_chrysogenum_Wisconsin_54_1255_uid39879_upstream,no,yes,yes,Penicillium chrysogenum Wisconsin 54 1255 uid39879 (upstream),Upstream sequences (-1000 to +200) for <I>Penicillium chrysogenum Wisconsin 54 1255 uid39879</I>.,-1000,+200
Persephonella_marina_EX_H1_uid58119_upstream,no,yes,yes,Persephonella marina EX H1 uid58119 (upstream),Upstream sequences (-1000 to +200) for <I>Persephonella marina EX H1 uid58119</I>.,-1000,+200
Petrotoga_mobilis_SJ95_uid58747_upstream,no,yes,yes,Petrotoga mobilis SJ95 uid58747 (upstream),Upstream sequences (-1000 to +200) for <I>Petrotoga mobilis SJ95 uid58747</I>.,-1000,+200
